,Côte,Enchère_moy,Note,Variation,But,Temps,Jour,Note_Jour,Journée_Next,Buteur,Entrée_Remplaçant,But_Match,Match_Noté,Titulaire_Match,Statut,Status_Match_Code,Derniers_Status_Match_avant_J,Derniers_Match_Buteur_avant_J,Derniers_But_Match_avant_J,Derniers_Status_Match_après_J,Derniers_Match_Buteur_après_J,Derniers_But_Match_après_J,%Buteur_Derniers_Match,%Titulaire_Derniers_Match,%Noté_Derniers_Match,%Buteur_Derniers_Match_après,%Titulaire_Derniers_Match_après,%Noté_Derniers_Match_après,But/Match_Derniers_Match,But/Match_Derniers_Match_après,Note_Moy_Derniers_Match,Note_Moy_Derniers_Match_Dom,Note_Moy_Derniers_Match_Ext,Note_Moy_,Note_Moy_Derniers_Match_A,Note_Moy_Derniers_Match_Dom_A,Note_Moy_Derniers_Match_Ext_A,Moy_But_Av_J,Nb_But_Av_J,Moy_But_Ap_J,Nb_But_Ap_J,Rolling_Note_J,Rolling_Note_J_Ap,Rolling_Note_J_Derniers_Match,Rolling_Note_J_Derniers_Match_Ap,Ratio_G_derniers matchs,Ratio_N_derniers matchs,Ratio_P_derniers matchs,Note_Jour_Next_Classes
0,15,15.0,4.94,0.85,2,2894,6,5.0,7,0,0,0,1,1,1,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.9,4.25,5.333333333333333,5.0,4.8,4.5,5.333333333333333,0.0,0.0,0.0,0,4.9,4.92,4.9,4.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
1,8,8.0,5.25,0.58,0,877,6,0.0,7,0,0,0,0,0,1,0,22222.0,0.0,0.0,2222,0,0,0.0,1.0,1.0,0.0,0.8,0.8,0.0,0.0,5.4,5.75,5.166666666666667,0.0,4.2,3.8333333333333335,5.166666666666667,0.0,0.0,0.0,0,5.4,4.5,5.4,4.2,1.0,0.0,0.0,0
2,11,12.0,4.41,1.55,0,1177,6,0.0,7,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
3,14,14.0,5.11,1.01,1,2467,6,5.5,7,0,0,0,1,1,1,2,20122.0,0.0,0.0,22012,0,0,0.0,0.6,0.6,0.0,0.6,0.6,0.0,0.0,4.0,2.75,4.833333333333333,5.5,3.9,3.6666666666666665,4.833333333333333,0.0,0.0,0.0,0,4.0,4.25,4.0,3.9,0.0,0.6666666666666666,0.3333333333333333,1
4,14,14.0,5.39,0.97,0,2873,6,6.5,7,0,0,0,1,1,0,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.2,6.0,6.333333333333333,6.5,6.3,6.0,6.375,0.0,0.0,0.0,0,6.2,6.25,6.2,6.3,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
5,1,1.0,5.0,0.0,0,9,6,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
6,6,6.0,4.36,1.97,0,228,6,0.0,7,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
7,13,15.0,5.15,0.98,1,2260,6,6.5,7,0,0,0,1,1,0,2,11112.0,0.0,0.0,21111,0,0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,4.8,4.666666666666667,5.0,6.5,5.4,4.666666666666667,5.5,0.0,0.0,0.0,0,4.8,5.08,4.8,5.4,0.0,0.3333333333333333,0.6666666666666666,2
8,13,15.0,5.29,1.11,0,1782,6,5.0,7,0,0,0,1,1,0,2,20000.0,0.0,0.0,22000,0,0,0.0,0.2,0.2,0.0,0.4,0.4,0.0,0.0,1.2,2.0,0.0,5.0,2.2,2.0,1.6666666666666667,0.0,0.0,0.0,0,1.2,1.83,1.2,2.2,0.0,0.3333333333333333,0.6666666666666666,1
9,22,26.0,5.39,0.92,2,2738,6,4.0,7,0,0,0,1,1,0,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.8,4.666666666666667,5.0,4.0,4.7,4.666666666666667,4.666666666666667,0.0,0.0,0.0,0,4.8,4.67,4.8,4.7,0.3333333333333333,0.0,0.6666666666666666,2
10,12,13.0,5.21,0.75,0,2138,6,0.0,7,0,0,0,0,0,0,0,12202.0,0.0,0.0,1220,0,0,0.0,0.6,0.6,0.0,0.4,0.4,0.0,0.0,3.6,4.833333333333333,1.75,0.0,2.6,4.833333333333333,1.1666666666666667,0.0,0.0,0.0,0,3.6,3.0,3.6,2.6,0.3333333333333333,0.0,0.6666666666666666,2
11,10,11.0,4.47,1.25,0,1350,6,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0
12,11,11.0,5.2,0.85,1,999,6,6.0,7,0,0,0,1,1,1,2,10021.0,0.0,0.0,21002,0,0,0.0,0.2,0.2,0.0,0.4,0.4,0.0,0.0,2.9,1.6666666666666667,4.75,6.0,3.1,2.75,4.75,0.0,0.0,0.0,0,2.9,3.42,2.9,3.1,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
13,31,38.0,5.26,1.3,12,2744,6,7.0,7,1,0,1,1,1,1,2,22222.0,10.0,10.0,22222,10001,10001,0.2,1.0,1.0,0.4,1.0,1.0,0.2,0.4,5.5,5.833333333333333,5.0,7.0,6.0,6.125,5.0,0.2,1.0,0.33,2,5.5,5.75,5.5,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2
14,7,7.0,4.08,2.01,0,38,6,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0
15,3,3.0,5.0,0.0,0,20,6,0.0,7,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0
16,14,14.0,5.33,0.96,0,1080,6,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0
17,12,12.0,4.92,0.76,1,1480,6,4.5,7,0,1,0,1,0,1,1,21222.0,0.0,0.0,12122,0,0,0.0,0.8,0.8,0.0,0.6,0.6,0.0,0.0,5.3,5.25,5.333333333333333,4.5,5.0,5.0,5.333333333333333,0.0,0.0,0.0,0,5.3,5.17,5.3,5.0,0.0,0.6666666666666666,0.3333333333333333,1
18,12,12.0,4.95,1.07,1,814,6,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0
19,7,7.0,4.8,0.54,0,544,6,0.0,7,0,0,0,0,0,1,0,200.0,0.0,0.0,20,0,0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.7,1.1666666666666667,0.0,0.0,0.7,0.875,0.0,0.0,0.0,0.0,0,0.7,0.58,0.7,0.7,0.6666666666666666,0.3333333333333333,0.0,1
20,17,19.0,5.27,1.1,2,2760,6,6.5,7,0,0,0,1,1,0,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.9,4.5,5.166666666666667,6.5,5.1,4.5,5.5,0.0,0.0,0.0,0,4.9,5.17,4.9,5.1,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
21,27,29.0,5.51,1.06,6,3150,6,7.0,7,1,0,1,1,1,0,2,22222.0,0.0,0.0,22222,10000,10000,0.0,1.0,1.0,0.2,1.0,1.0,0.0,0.2,4.5,4.333333333333333,4.75,7.0,4.9,4.333333333333333,5.5,0.0,0.0,0.17,1,4.5,4.92,4.5,4.9,0.0,0.0,1.0,2
22,12,12.0,5.0,0.6,1,945,6,4.5,7,0,0,0,1,1,0,2,22100.0,0.0,0.0,22210,0,0,0.0,0.4,0.4,0.0,0.6,0.6,0.0,0.0,2.9,2.5,3.1666666666666665,4.5,3.8,2.5,3.5,0.0,0.0,0.0,0,2.9,3.17,2.9,3.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
23,18,20.0,5.43,1.2,0,2984,6,6.0,7,0,0,0,1,1,0,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.3,5.5,5.0,6.0,5.3,5.5,5.333333333333333,0.0,0.0,0.0,0,5.3,5.42,5.3,5.3,0.6666666666666666,0.3333333333333333,0.0,2
24,25,27.0,5.54,0.94,6,2507,6,5.0,7,0,1,0,1,0,0,1,22222.0,0.0,0.0,12222,0,0,0.0,1.0,1.0,0.0,0.8,0.8,0.0,0.0,6.1,6.333333333333333,5.75,5.0,5.9,6.333333333333333,5.5,0.0,0.0,0.0,0,6.1,5.92,6.1,5.9,0.6666666666666666,0.3333333333333333,0.0,2
25,11,11.0,4.94,0.47,0,1049,6,5.0,7,0,1,0,1,0,1,1,12112.0,0.0,0.0,11211,0,0,0.0,0.4,0.4,0.0,0.2,0.2,0.0,0.0,5.1,5.25,5.0,5.0,5.1,5.166666666666667,5.0,0.0,0.0,0.0,0,5.1,5.08,5.1,5.1,0.0,0.3333333333333333,0.6666666666666666,2
26,12,12.0,4.77,0.63,0,2092,6,0.0,7,0,0,0,0,0,0,0,2122.0,0.0,0.0,212,0,0,0.0,0.6,0.6,0.0,0.4,0.4,0.0,0.0,4.1,3.333333333333333,5.25,0.0,3.0,3.333333333333333,3.5,0.0,0.0,0.0,0,4.1,3.42,4.1,3.0,0.0,0.0,1.0,2
27,8,8.0,5.28,0.72,0,601,6,5.0,7,0,1,0,1,0,0,1,10000.0,0.0,0.0,11000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.5,0.0,5.0,1.9,1.5,1.6666666666666667,0.0,0.0,0.0,0,0.9,1.58,0.9,1.9,0.3333333333333333,0.0,0.6666666666666666,3
28,7,11.0,5.32,0.88,2,1145,6,4.5,7,0,1,0,1,0,1,1,222.0,0.0,0.0,10022,0,0,0.0,0.6,0.6,0.0,0.4,0.4,0.0,0.0,3.4,3.6666666666666665,3.0,4.5,3.3,3.875,3.0,0.0,0.0,0.0,0,3.4,3.58,3.4,3.3,0.6666666666666666,0.3333333333333333,0.0,1
29,4,4.0,4.36,0.24,0,77,6,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
30,1,1.0,4.86,0.56,0,387,6,4.5,7,0,0,0,1,1,1,2,21112.0,0.0,0.0,22111,0,0,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.0,4.9,4.75,5.0,4.5,5.0,4.666666666666667,5.0,0.0,0.0,0.0,0,4.9,4.83,4.9,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2
31,7,9.0,5.25,0.94,0,984,6,4.0,7,0,0,0,1,1,0,2,2222.0,0.0,0.0,20222,0,0,0.0,0.8,0.8,0.0,0.8,0.8,0.0,0.0,3.9,3.6666666666666665,4.25,4.0,3.7,3.6666666666666665,4.166666666666667,0.0,0.0,0.0,0,3.9,3.92,3.9,3.7,0.3333333333333333,0.0,0.6666666666666666,0
32,16,16.0,5.27,0.92,1,1838,6,3.5,7,0,0,0,1,1,0,2,22002.0,0.0,0.0,22200,0,0,0.0,0.6,0.6,0.0,0.6,0.6,0.0,0.0,2.5,2.6666666666666665,2.25,3.5,2.3,2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,0,2.5,2.67,2.5,2.3,0.3333333333333333,0.0,0.6666666666666666,2
33,8,11.0,4.59,0.77,3,1096,6,4.5,7,0,1,0,1,0,1,1,11111.0,1.0,1.0,11111,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,4.9,4.75,5.0,4.5,4.6,4.666666666666667,5.0,0.2,1.0,0.17,1,4.9,4.83,4.9,4.6,0.3333333333333333,0.6666666666666666,0.0,1
34,3,3.0,4.0,1.41,0,180,6,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0
35,13,16.0,4.92,0.82,4,356,6,0.0,7,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0
36,5,5.0,4.75,0.96,0,308,6,0.0,7,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0
37,1,1.0,4.4,0.22,0,39,6,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0
38,1,3.0,4.38,0.25,0,54,6,0.0,7,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0
39,7,7.0,5.09,0.59,0,948,6,6.0,7,0,0,0,1,1,1,2,20022.0,0.0,0.0,22002,0,0,0.0,0.6,0.6,0.0,0.6,0.6,0.0,0.0,3.2,2.5,3.6666666666666665,6.0,3.4,3.6666666666666665,3.6666666666666665,0.0,0.0,0.0,0,3.2,3.67,3.2,3.4,0.6666666666666666,0.3333333333333333,0.0,1
40,8,8.0,4.55,0.76,0,455,6,0.0,7,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0
41,10,14.0,4.92,1.37,7,973,6,6.5,7,1,0,1,1,1,1,2,20101.0,10000.0,20000.0,22010,11000,12000,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,3.4,0.0,5.666666666666667,6.5,3.8,2.1666666666666665,5.666666666666667,0.4,2.0,0.5,3,3.4,3.92,3.4,3.8,0.6666666666666666,0.3333333333333333,0.0,2
42,16,19.0,5.25,0.72,1,2363,6,0.0,7,0,0,0,0,0,0,0,222.0,0.0,0.0,22,0,0,0.0,0.6,0.6,0.0,0.4,0.4,0.0,0.0,3.0,2.0,3.6666666666666665,0.0,1.9,2.0,2.75,0.0,0.0,0.0,0,3.0,2.5,3.0,1.9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
43,8,8.0,4.68,0.78,0,257,6,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0
44,14,15.0,5.36,0.95,2,2591,6,5.0,7,0,0,0,1,1,1,2,22221.0,0.0,0.0,22222,0,0,0.0,0.8,0.8,0.0,1.0,1.0,0.0,0.0,6.0,5.333333333333333,7.0,5.0,6.0,5.25,7.0,0.0,0.0,0.0,0,6.0,5.83,6.0,6.0,0.6666666666666666,0.3333333333333333,0.0,2
45,28,29.0,5.22,1.2,14,2423,6,5.0,7,0,0,0,1,1,1,2,2222.0,11.0,21.0,20222,1,2,0.4,0.8,0.8,0.2,0.8,0.8,0.6,0.4,5.1,6.75,4.0,5.0,4.7,6.166666666666667,4.0,0.6,3.0,0.5,3,5.1,5.08,5.1,4.7,0.0,0.6666666666666666,0.3333333333333333,1
46,6,6.0,5.0,0.0,0,10,6,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0
47,12,12.0,5.27,1.24,3,834,6,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0
48,14,14.0,5.33,0.93,0,2222,6,5.0,7,0,0,0,1,1,0,2,12202.0,0.0,0.0,21220,0,0,0.0,0.6,0.6,0.0,0.6,0.6,0.0,0.0,3.7,3.1666666666666665,4.5,5.0,3.7,3.1666666666666665,4.666666666666667,0.0,0.0,0.0,0,3.7,3.92,3.7,3.7,0.0,0.3333333333333333,0.6666666666666666,1
49,18,18.0,5.51,0.71,2,2335,6,6.0,7,0,0,0,1,1,1,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.1,5.333333333333333,4.75,6.0,5.5,5.5,4.75,0.0,0.0,0.0,0,5.1,5.25,5.1,5.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
50,1,3.0,5.0,0.0,0,11,6,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0
51,1,7.0,4.93,0.35,0,317,6,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
52,1,1.0,4.5,0.0,0,1,6,0.0,7,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0
53,48,64.0,5.5,1.26,25,2542,6,5.0,7,1,0,1,1,1,0,2,22211.0,0.0,0.0,22221,10000,10000,0.0,0.6,0.6,0.2,0.8,0.8,0.0,0.2,4.5,3.8333333333333335,5.5,5.0,4.6,3.8333333333333335,5.333333333333333,0.0,0.0,0.17,1,4.5,4.58,4.5,4.6,0.3333333333333333,0.0,0.6666666666666666,3
54,23,27.0,5.59,1.34,0,3330,6,4.5,7,0,0,0,1,1,1,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.8,5.166666666666667,6.75,4.5,5.7,5.0,6.75,0.0,0.0,0.0,0,5.8,5.58,5.8,5.7,0.6666666666666666,0.3333333333333333,0.0,1
55,13,13.0,5.31,0.7,1,1373,6,0.0,7,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0
56,10,10.0,4.92,0.28,0,234,6,0.0,7,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0
57,1,2.0,4.65,0.69,0,453,6,4.5,7,0,1,0,1,0,1,1,11011.0,0.0,0.0,11101,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.25,3.1666666666666665,4.5,3.9,5.0,3.1666666666666665,0.0,0.0,0.0,0,4.0,4.08,4.0,3.9,0.3333333333333333,0.3333333333333333,0.3333333333333333,2
58,14,15.0,5.08,1.16,0,2790,6,3.0,7,0,0,0,1,1,1,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.3,6.25,6.333333333333333,3.0,5.6,5.166666666666667,6.333333333333333,0.0,0.0,0.0,0,6.3,5.75,6.3,5.6,0.0,0.3333333333333333,0.6666666666666666,2
59,8,9.0,5.13,0.48,0,964,6,0.0,7,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
60,8,8.0,5.14,1.21,0,832,6,0.0,7,0,0,0,0,0,0,0,22222.0,0.0,0.0,2222,0,0,0.0,1.0,1.0,0.0,0.8,0.8,0.0,0.0,5.1,5.166666666666667,5.0,0.0,4.1,5.166666666666667,3.333333333333333,0.0,0.0,0.0,0,5.1,4.25,5.1,4.1,0.6666666666666666,0.0,0.3333333333333333,0
61,12,15.0,5.23,0.89,1,1653,6,7.0,7,0,0,0,1,1,1,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.5,6.0,5.166666666666667,7.0,5.7,6.333333333333333,5.166666666666667,0.0,0.0,0.0,0,5.5,5.75,5.5,5.7,0.0,0.6666666666666666,0.3333333333333333,2
62,15,15.0,5.08,0.73,1,2022,6,4.5,7,0,0,0,1,1,1,2,22220.0,0.0,0.0,22222,0,0,0.0,0.8,0.8,0.0,1.0,1.0,0.0,0.0,3.6,1.75,4.833333333333333,4.5,4.5,2.6666666666666665,4.833333333333333,0.0,0.0,0.0,0,3.6,3.75,3.6,4.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
63,8,8.0,4.53,0.95,0,975,6,0.0,7,0,0,0,0,0,1,0,10000.0,0.0,0.0,1000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6666666666666667,0.0,1.0,0.0,1.6666666666666667,0.0,0.0,0.0,0,1.0,0.83,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,1
64,3,3.0,5.0,0.0,0,4,6,0.0,7,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
65,1,1.0,4.5,0.0,0,10,6,0.0,7,0,0,0,0,0,1,0,10000.0,0.0,0.0,1000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.25,0.0,0.0,0.9,1.5,0.0,0.0,0.0,0.0,0,0.9,0.75,0.9,0.9,1.0,0.0,0.0,0
66,21,21.0,5.22,1.32,0,3330,6,5.5,7,0,0,0,1,1,0,2,22222.0,0.0,0.0,22222,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.6,4.5,4.75,5.5,4.6,4.5,5.0,0.0,0.0,0.0,0,4.6,4.75,4.6,4.6,0.0,0.3333333333333333,0.6666666666666666,1
67,32,37.0,5.56,1.19,10,2973,6,8.0,7,1,0,2,1,1,0,2,22222.0,10.0,10.0,22222,10001,20001,0.2,1.0,1.0,0.4,1.0,1.0,0.2,0.6,5.4,5.833333333333333,4.75,8.0,6.1,5.833333333333333,5.833333333333333,0.2,1.0,0.5,3,5.4,5.83,5.4,6.1,0.0,0.0,1.0,3
68,14,14.0,4.47,0.87,4,942,6,4.0,7,0,1,0,1,0,0,1,10122.0,0.0,0.0,11012,0,0,0.0,0.4,0.4,0.0,0.2,0.2,0.0,0.0,3.0,3.8333333333333335,1.75,4.0,3.1,3.8333333333333335,2.5,0.0,0.0,0.0,0,3.0,3.17,3.0,3.1,0.3333333333333333,0.0,0.6666666666666666,1
69,13,13.0,5.13,0.85,0,1625,6,5.0,7,0,0,0,1,1,0,2,10000.0,0.0,0.0,21000,0,0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0,1.6666666666666667,0.0,5.0,2.0,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,0,1.0,1.67,1.0,2.0,0.6666666666666666,0.3333333333333333,0.0,0
70,9,9.0,4.83,0.76,1,851,6,0.0,7,0,0,0,0,0,0,0,10100.0,0.0,0.0,1010,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.25,1.6666666666666667,0.0,1.9,2.25,1.25,0.0,0.0,0.0,0,1.9,1.58,1.9,1.9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
71,15,17.0,5.19,0.84,3,2160,6,5.0,7,0,0,0,1,1,0,2,22222.0,1.0,1.0,22222,0,0,0.2,1.0,1.0,0.0,1.0,1.0,0.2,0.0,4.8,4.0,5.333333333333333,5.0,4.6,4.0,5.25,0.2,1.0,0.17,1,4.8,4.83,4.8,4.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
72,21,22.0,5.08,1.23,9,2396,6,3.5,7,0,0,0,1,1,1,2,22222.0,10.0,10.0,22222,1,1,0.2,1.0,1.0,0.2,1.0,1.0,0.2,0.2,5.0,4.75,5.166666666666667,3.5,4.5,4.333333333333333,5.166666666666667,0.2,1.0,0.17,1,5.0,4.75,5.0,4.5,0.0,0.3333333333333333,0.6666666666666666,3
73,12,12.0,5.43,0.74,3,1628,6,6.5,7,1,0,1,1,1,1,2,22121.0,10.0,10.0,22212,10001,10001,0.2,0.6,0.6,0.4,0.8,0.8,0.2,0.4,5.9,5.666666666666667,6.25,6.5,6.2,5.875,6.25,0.2,1.0,0.33,2,5.9,6.0,5.9,6.2,0.6666666666666666,0.3333333333333333,0.0,1
